type	keyword	descriptor	combination
explicit_mechanistic	libtards	machinery	libtards are like machinery
explicit_mechanistic	libtards	equipment	libtards are like equipment
explicit_mechanistic	libtards	apparatus	libtards are like apparatus
explicit_mechanistic	libtards	appliances	libtards are like appliances
explicit_mechanistic	libtards	hardware	libtards are like hardware
explicit_mechanistic	libtards	engines	libtards are like engines
explicit_mechanistic	libtards	tools	libtards are like tools
explicit_mechanistic	libtards	devices	libtards are like devices
explicit_mechanistic	libtards	robots	libtards are like robots
explicit_mechanistic	libtards	trash	libtards are like trash
explicit_mechanistic	libtards	garbage	libtards are like garbage
explicit_mechanistic	libtards	filth	libtards are like filth
explicit_mechanistic	mongos	objects	mongos are like objects
explicit_mechanistic	mongos	automatons	mongos are like automatons
explicit_mechanistic	mongos	machines	mongos are like machines
explicit_mechanistic	mongos	machinery	mongos are like machinery
explicit_mechanistic	mongos	equipment	mongos are like equipment
explicit_mechanistic	mongos	apparatus	mongos are like apparatus
explicit_mechanistic	mongos	appliances	mongos are like appliances
explicit_mechanistic	mongos	hardware	mongos are like hardware
explicit_mechanistic	mongos	engines	mongos are like engines
explicit_mechanistic	mongos	tools	mongos are like tools
explicit_mechanistic	mongos	devices	mongos are like devices
explicit_mechanistic	mongos	robots	mongos are like robots
explicit_mechanistic	mongos	trash	mongos are like trash
explicit_mechanistic	mongos	garbage	mongos are like garbage
explicit_mechanistic	mongos	filth	mongos are like filth
explicit_mechanistic	retards	objects	retards are like objects
explicit_mechanistic	retards	automatons	retards are like automatons
explicit_mechanistic	retards	machines	retards are like machines
explicit_mechanistic	retards	machinery	retards are like machinery
explicit_mechanistic	retards	equipment	retards are like equipment
explicit_mechanistic	retards	apparatus	retards are like apparatus
explicit_mechanistic	retards	appliances	retards are like appliances
explicit_mechanistic	retards	hardware	retards are like hardware
explicit_mechanistic	retards	engines	retards are like engines
explicit_mechanistic	retards	tools	retards are like tools
explicit_mechanistic	retards	devices	retards are like devices
explicit_mechanistic	retards	robots	retards are like robots
explicit_mechanistic	retards	trash	retards are like trash
explicit_mechanistic	retards	garbage	retards are like garbage
explicit_mechanistic	retards	filth	retards are like filth
explicit_mechanistic	tarded	objects	tarded are like objects
explicit_mechanistic	tarded	automatons	tarded are like automatons
explicit_mechanistic	tarded	machines	tarded are like machines
explicit_mechanistic	tarded	machinery	tarded are like machinery
explicit_mechanistic	tarded	equipment	tarded are like equipment
explicit_mechanistic	tarded	apparatus	tarded are like apparatus
explicit_mechanistic	tarded	appliances	tarded are like appliances
explicit_mechanistic	tarded	hardware	tarded are like hardware
explicit_mechanistic	tarded	engines	tarded are like engines
explicit_mechanistic	tarded	tools	tarded are like tools
explicit_mechanistic	tarded	devices	tarded are like devices
explicit_mechanistic	tarded	robots	tarded are like robots
explicit_mechanistic	tarded	trash	tarded are like trash
explicit_mechanistic	tarded	garbage	tarded are like garbage
explicit_mechanistic	tarded	filth	tarded are like filth
explicit_mechanistic	tards	objects	tards are like objects
explicit_mechanistic	tards	automatons	tards are like automatons
explicit_mechanistic	tards	machines	tards are like machines
explicit_mechanistic	tards	machinery	tards are like machinery
explicit_mechanistic	tards	equipment	tards are like equipment
explicit_mechanistic	tards	apparatus	tards are like apparatus
explicit_mechanistic	tards	appliances	tards are like appliances
explicit_mechanistic	tards	hardware	tards are like hardware
explicit_mechanistic	tards	engines	tards are like engines
explicit_mechanistic	tards	tools	tards are like tools
explicit_mechanistic	tards	devices	tards are like devices
explicit_mechanistic	tards	robots	tards are like robots
explicit_mechanistic	tards	trash	tards are like trash
explicit_mechanistic	tards	garbage	tards are like garbage
explicit_mechanistic	tards	filth	tards are like filth
explicit_mechanistic	elderlies	objects	elderlies are like objects
explicit_mechanistic	elderlies	automatons	elderlies are like automatons
explicit_mechanistic	elderlies	machines	elderlies are like machines
explicit_mechanistic	elderlies	machinery	elderlies are like machinery
explicit_mechanistic	elderlies	equipment	elderlies are like equipment
explicit_mechanistic	elderlies	apparatus	elderlies are like apparatus
explicit_mechanistic	elderlies	appliances	elderlies are like appliances
explicit_mechanistic	elderlies	hardware	elderlies are like hardware
explicit_mechanistic	elderlies	engines	elderlies are like engines
explicit_mechanistic	elderlies	tools	elderlies are like tools
explicit_mechanistic	elderlies	devices	elderlies are like devices
explicit_mechanistic	elderlies	robots	elderlies are like robots
explicit_mechanistic	elderlies	trash	elderlies are like trash
explicit_mechanistic	elderlies	garbage	elderlies are like garbage
explicit_mechanistic	elderlies	filth	elderlies are like filth
explicit_mechanistic	oldppl	objects	oldppl are like objects
explicit_mechanistic	oldppl	automatons	oldppl are like automatons
explicit_mechanistic	oldppl	machines	oldppl are like machines
explicit_mechanistic	oldppl	machinery	oldppl are like machinery
explicit_mechanistic	oldppl	equipment	oldppl are like equipment
explicit_mechanistic	oldppl	apparatus	oldppl are like apparatus
explicit_mechanistic	oldppl	appliances	oldppl are like appliances
explicit_mechanistic	oldppl	hardware	oldppl are like hardware
explicit_mechanistic	oldppl	engines	oldppl are like engines
explicit_mechanistic	oldppl	tools	oldppl are like tools
explicit_mechanistic	oldppl	devices	oldppl are like devices
explicit_mechanistic	oldppl	robots	oldppl are like robots
explicit_mechanistic	oldppl	trash	oldppl are like trash
explicit_mechanistic	oldppl	garbage	oldppl are like garbage
explicit_mechanistic	oldppl	filth	oldppl are like filth
explicit_mechanistic	oldwomen	objects	oldwomen are like objects
explicit_mechanistic	oldwomen	automatons	oldwomen are like automatons
explicit_mechanistic	oldwomen	machines	oldwomen are like machines
explicit_mechanistic	oldwomen	machinery	oldwomen are like machinery
explicit_mechanistic	oldwomen	equipment	oldwomen are like equipment
explicit_mechanistic	oldwomen	apparatus	oldwomen are like apparatus
explicit_mechanistic	oldwomen	appliances	oldwomen are like appliances
explicit_mechanistic	oldwomen	hardware	oldwomen are like hardware
explicit_mechanistic	oldwomen	engines	oldwomen are like engines
explicit_mechanistic	oldwomen	tools	oldwomen are like tools
explicit_mechanistic	oldwomen	devices	oldwomen are like devices
explicit_mechanistic	oldwomen	robots	oldwomen are like robots
explicit_mechanistic	oldwomen	trash	oldwomen are like trash
explicit_mechanistic	oldwomen	garbage	oldwomen are like garbage
explicit_mechanistic	oldwomen	filth	oldwomen are like filth
explicit_mechanistic	old persons	objects	old persons are like objects
explicit_mechanistic	old persons	automatons	old persons are like automatons
explicit_mechanistic	old persons	machines	old persons are like machines
explicit_mechanistic	old persons	machinery	old persons are like machinery
explicit_mechanistic	old persons	equipment	old persons are like equipment
explicit_mechanistic	old persons	apparatus	old persons are like apparatus
explicit_mechanistic	old persons	appliances	old persons are like appliances
explicit_mechanistic	old persons	hardware	old persons are like hardware
explicit_mechanistic	old persons	engines	old persons are like engines
explicit_mechanistic	old persons	tools	old persons are like tools
explicit_mechanistic	old persons	devices	old persons are like devices
explicit_mechanistic	old persons	robots	old persons are like robots
explicit_mechanistic	old persons	trash	old persons are like trash
explicit_mechanistic	old persons	garbage	old persons are like garbage
explicit_mechanistic	old persons	filth	old persons are like filth
explicit_mechanistic	patients	objects	patients are like objects
explicit_mechanistic	patients	automatons	patients are like automatons
explicit_mechanistic	patients	machines	patients are like machines
explicit_mechanistic	patients	machinery	patients are like machinery
explicit_mechanistic	patients	equipment	patients are like equipment
explicit_mechanistic	patients	apparatus	patients are like apparatus
explicit_mechanistic	patients	appliances	patients are like appliances
explicit_mechanistic	patients	hardware	patients are like hardware
explicit_mechanistic	patients	engines	patients are like engines
explicit_mechanistic	patients	tools	patients are like tools
explicit_mechanistic	patients	devices	patients are like devices
explicit_mechanistic	patients	robots	patients are like robots
explicit_mechanistic	patients	trash	patients are like trash
explicit_mechanistic	patients	garbage	patients are like garbage
explicit_mechanistic	patients	filth	patients are like filth
explicit_mechanistic	criminals	objects	criminals are like objects
explicit_mechanistic	criminals	automatons	criminals are like automatons
explicit_mechanistic	criminals	machines	criminals are like machines
explicit_mechanistic	criminals	machinery	criminals are like machinery
explicit_mechanistic	criminals	equipment	criminals are like equipment
explicit_mechanistic	criminals	apparatus	criminals are like apparatus
explicit_mechanistic	criminals	appliances	criminals are like appliances
explicit_mechanistic	criminals	hardware	criminals are like hardware
explicit_mechanistic	criminals	engines	criminals are like engines
explicit_mechanistic	criminals	tools	criminals are like tools
explicit_mechanistic	criminals	devices	criminals are like devices
explicit_mechanistic	criminals	robots	criminals are like robots
explicit_mechanistic	criminals	trash	criminals are like trash
explicit_mechanistic	criminals	garbage	criminals are like garbage
explicit_mechanistic	criminals	filth	criminals are like filth
explicit_mechanistic	inmates	objects	inmates are like objects
explicit_mechanistic	inmates	automatons	inmates are like automatons
explicit_mechanistic	inmates	machines	inmates are like machines
explicit_mechanistic	inmates	machinery	inmates are like machinery
explicit_mechanistic	inmates	equipment	inmates are like equipment
explicit_mechanistic	inmates	apparatus	inmates are like apparatus
explicit_mechanistic	inmates	appliances	inmates are like appliances
explicit_mechanistic	inmates	hardware	inmates are like hardware
explicit_mechanistic	inmates	engines	inmates are like engines
explicit_mechanistic	inmates	tools	inmates are like tools
explicit_mechanistic	inmates	devices	inmates are like devices
explicit_mechanistic	inmates	robots	inmates are like robots
explicit_mechanistic	inmates	trash	inmates are like trash
explicit_mechanistic	inmates	garbage	inmates are like garbage
explicit_mechanistic	inmates	filth	inmates are like filth
explicit_mechanistic	prisoners	objects	prisoners are like objects
explicit_mechanistic	prisoners	automatons	prisoners are like automatons
explicit_mechanistic	prisoners	machines	prisoners are like machines
explicit_mechanistic	prisoners	machinery	prisoners are like machinery
explicit_mechanistic	prisoners	equipment	prisoners are like equipment
explicit_mechanistic	prisoners	apparatus	prisoners are like apparatus
explicit_mechanistic	prisoners	appliances	prisoners are like appliances
explicit_mechanistic	prisoners	hardware	prisoners are like hardware
explicit_mechanistic	prisoners	engines	prisoners are like engines
explicit_mechanistic	prisoners	tools	prisoners are like tools
explicit_mechanistic	prisoners	devices	prisoners are like devices
explicit_mechanistic	prisoners	robots	prisoners are like robots
explicit_mechanistic	prisoners	trash	prisoners are like trash
explicit_mechanistic	prisoners	garbage	prisoners are like garbage
explicit_mechanistic	prisoners	filth	prisoners are like filth
explicit_mechanistic	you	objects	you are like objects
explicit_mechanistic	you	automatons	you are like automatons
explicit_mechanistic	you	machines	you are like machines
explicit_mechanistic	you	machinery	you are like machinery
explicit_mechanistic	you	equipment	you are like equipment
explicit_mechanistic	you	apparatus	you are like apparatus
explicit_mechanistic	you	appliances	you are like appliances
explicit_mechanistic	you	hardware	you are like hardware
explicit_mechanistic	you	engines	you are like engines
explicit_mechanistic	you	tools	you are like tools
explicit_mechanistic	you	devices	you are like devices
explicit_mechanistic	you	robots	you are like robots
explicit_mechanistic	you	trash	you are like trash
explicit_mechanistic	you	garbage	you are like garbage
explicit_mechanistic	you	filth	you are like filth
explicit_mechanistic	ukrainians	objects	ukrainians are like objects
explicit_mechanistic	ukrainians	automatons	ukrainians are like automatons
explicit_mechanistic	ukrainians	machines	ukrainians are like machines
explicit_mechanistic	ukrainians	machinery	ukrainians are like machinery
explicit_mechanistic	ukrainians	equipment	ukrainians are like equipment
explicit_mechanistic	ukrainians	apparatus	ukrainians are like apparatus
explicit_mechanistic	ukrainians	appliances	ukrainians are like appliances
explicit_mechanistic	ukrainians	hardware	ukrainians are like hardware
explicit_mechanistic	ukrainians	engines	ukrainians are like engines
explicit_mechanistic	ukrainians	tools	ukrainians are like tools
explicit_mechanistic	ukrainians	devices	ukrainians are like devices
explicit_mechanistic	ukrainians	robots	ukrainians are like robots
explicit_mechanistic	ukrainians	trash	ukrainians are like trash
explicit_mechanistic	ukrainians	garbage	ukrainians are like garbage
explicit_mechanistic	ukrainians	filth	ukrainians are like filth
explicit_mechanistic	israelis	objects	israelis are like objects
explicit_mechanistic	israelis	automatons	israelis are like automatons
explicit_mechanistic	israelis	machines	israelis are like machines
explicit_mechanistic	israelis	machinery	israelis are like machinery
explicit_mechanistic	israelis	equipment	israelis are like equipment
explicit_mechanistic	israelis	apparatus	israelis are like apparatus
explicit_mechanistic	israelis	appliances	israelis are like appliances
explicit_mechanistic	israelis	hardware	israelis are like hardware
explicit_mechanistic	israelis	engines	israelis are like engines
explicit_mechanistic	israelis	tools	israelis are like tools
explicit_mechanistic	israelis	devices	israelis are like devices
explicit_mechanistic	israelis	robots	israelis are like robots
explicit_mechanistic	israelis	trash	israelis are like trash
explicit_mechanistic	israelis	garbage	israelis are like garbage
explicit_mechanistic	israelis	filth	israelis are like filth
explicit_mechanistic	palestinians	objects	palestinians are like objects
explicit_mechanistic	palestinians	automatons	palestinians are like automatons
explicit_mechanistic	palestinians	machines	palestinians are like machines
explicit_mechanistic	palestinians	machinery	palestinians are like machinery
explicit_mechanistic	palestinians	equipment	palestinians are like equipment
explicit_mechanistic	palestinians	apparatus	palestinians are like apparatus
explicit_mechanistic	palestinians	appliances	palestinians are like appliances
explicit_mechanistic	palestinians	hardware	palestinians are like hardware
explicit_mechanistic	palestinians	engines	palestinians are like engines
explicit_mechanistic	palestinians	tools	palestinians are like tools
explicit_mechanistic	palestinians	devices	palestinians are like devices
explicit_mechanistic	palestinians	robots	palestinians are like robots
explicit_mechanistic	palestinians	trash	palestinians are like trash
explicit_mechanistic	palestinians	garbage	palestinians are like garbage
explicit_mechanistic	palestinians	filth	palestinians are like filth
explicit_mechanistic	they	objects	they are like objects
explicit_mechanistic	they	automatons	they are like automatons
explicit_mechanistic	they	machines	they are like machines
explicit_mechanistic	they	machinery	they are like machinery
explicit_mechanistic	they	equipment	they are like equipment
explicit_mechanistic	they	apparatus	they are like apparatus
explicit_mechanistic	they	appliances	they are like appliances
explicit_mechanistic	they	hardware	they are like hardware
explicit_mechanistic	they	engines	they are like engines
explicit_mechanistic	they	tools	they are like tools
explicit_mechanistic	they	devices	they are like devices
explicit_mechanistic	they	robots	they are like robots
explicit_mechanistic	they	trash	they are like trash
explicit_mechanistic	they	garbage	they are like garbage
explicit_mechanistic	they	filth	they are like filth
explicit_mechanistic	those	objects	those are like objects
explicit_mechanistic	those	automatons	those are like automatons
explicit_mechanistic	those	machines	those are like machines
explicit_mechanistic	those	machinery	those are like machinery
explicit_mechanistic	those	equipment	those are like equipment
explicit_mechanistic	those	apparatus	those are like apparatus
explicit_mechanistic	those	appliances	those are like appliances
explicit_mechanistic	those	hardware	those are like hardware
explicit_mechanistic	those	engines	those are like engines
explicit_mechanistic	those	tools	those are like tools
explicit_mechanistic	those	devices	those are like devices
explicit_mechanistic	those	robots	those are like robots
explicit_mechanistic	those	trash	those are like trash
explicit_mechanistic	those	garbage	those are like garbage
explicit_mechanistic	those	filth	those are like filth
explicit_mechanistic	these	objects	these are like objects
explicit_mechanistic	these	automatons	these are like automatons
explicit_mechanistic	these	machines	these are like machines
explicit_mechanistic	these	machinery	these are like machinery
explicit_mechanistic	these	equipment	these are like equipment
explicit_mechanistic	these	apparatus	these are like apparatus
explicit_mechanistic	these	appliances	these are like appliances
explicit_mechanistic	these	hardware	these are like hardware
explicit_mechanistic	these	engines	these are like engines
explicit_mechanistic	these	tools	these are like tools
explicit_mechanistic	these	devices	these are like devices
explicit_mechanistic	these	robots	these are like robots
explicit_mechanistic	these	trash	these are like trash
explicit_mechanistic	these	garbage	these are like garbage
explicit_mechanistic	these	filth	these are like filth
explicit_mechanistic	workers	objects	workers are like objects
explicit_mechanistic	workers	automatons	workers are like automatons
explicit_mechanistic	workers	machines	workers are like machines
explicit_mechanistic	workers	machinery	workers are like machinery
explicit_mechanistic	workers	equipment	workers are like equipment
explicit_mechanistic	workers	apparatus	workers are like apparatus
explicit_mechanistic	workers	appliances	workers are like appliances
explicit_mechanistic	workers	hardware	workers are like hardware
explicit_mechanistic	workers	engines	workers are like engines
explicit_mechanistic	workers	tools	workers are like tools
explicit_mechanistic	workers	devices	workers are like devices
explicit_mechanistic	workers	robots	workers are like robots
explicit_mechanistic	workers	trash	workers are like trash
explicit_mechanistic	workers	garbage	workers are like garbage
explicit_mechanistic	workers	filth	workers are like filth
explicit_mechanistic	9-to-5ers	objects	9-to-5ers are like objects
explicit_mechanistic	9-to-5ers	automatons	9-to-5ers are like automatons
explicit_mechanistic	9-to-5ers	machines	9-to-5ers are like machines
explicit_mechanistic	9-to-5ers	machinery	9-to-5ers are like machinery
explicit_mechanistic	9-to-5ers	equipment	9-to-5ers are like equipment
explicit_mechanistic	9-to-5ers	apparatus	9-to-5ers are like apparatus
explicit_mechanistic	9-to-5ers	appliances	9-to-5ers are like appliances
explicit_mechanistic	9-to-5ers	hardware	9-to-5ers are like hardware
explicit_mechanistic	9-to-5ers	engines	9-to-5ers are like engines
explicit_mechanistic	9-to-5ers	tools	9-to-5ers are like tools
explicit_mechanistic	9-to-5ers	devices	9-to-5ers are like devices
explicit_mechanistic	9-to-5ers	robots	9-to-5ers are like robots
explicit_mechanistic	9-to-5ers	trash	9-to-5ers are like trash
explicit_mechanistic	9-to-5ers	garbage	9-to-5ers are like garbage
explicit_mechanistic	9-to-5ers	filth	9-to-5ers are like filth
explicit_mechanistic	toursits	objects	toursits are like objects
explicit_mechanistic	toursits	automatons	toursits are like automatons
explicit_mechanistic	toursits	machines	toursits are like machines
explicit_mechanistic	toursits	machinery	toursits are like machinery
explicit_mechanistic	toursits	equipment	toursits are like equipment
explicit_mechanistic	toursits	apparatus	toursits are like apparatus
explicit_mechanistic	toursits	appliances	toursits are like appliances
explicit_mechanistic	toursits	hardware	toursits are like hardware
explicit_mechanistic	toursits	engines	toursits are like engines
explicit_mechanistic	toursits	tools	toursits are like tools
explicit_mechanistic	toursits	devices	toursits are like devices
explicit_mechanistic	toursits	robots	toursits are like robots
explicit_mechanistic	toursits	trash	toursits are like trash
explicit_mechanistic	toursits	garbage	toursits are like garbage
explicit_mechanistic	toursits	filth	toursits are like filth
explicit_mechanistic	travellers	objects	travellers are like objects
explicit_mechanistic	travellers	automatons	travellers are like automatons
explicit_mechanistic	travellers	machines	travellers are like machines
explicit_mechanistic	travellers	machinery	travellers are like machinery
explicit_mechanistic	travellers	equipment	travellers are like equipment
explicit_mechanistic	travellers	apparatus	travellers are like apparatus
explicit_mechanistic	travellers	appliances	travellers are like appliances
explicit_mechanistic	travellers	hardware	travellers are like hardware
explicit_mechanistic	travellers	engines	travellers are like engines
explicit_mechanistic	travellers	tools	travellers are like tools
explicit_mechanistic	travellers	devices	travellers are like devices
explicit_mechanistic	travellers	robots	travellers are like robots
explicit_mechanistic	travellers	trash	travellers are like trash
explicit_mechanistic	travellers	garbage	travellers are like garbage
explicit_mechanistic	travellers	filth	travellers are like filth
explicit_mechanistic	businessmen	objects	businessmen are like objects
explicit_mechanistic	businessmen	automatons	businessmen are like automatons
explicit_mechanistic	businessmen	machines	businessmen are like machines
explicit_mechanistic	businessmen	machinery	businessmen are like machinery
explicit_mechanistic	businessmen	equipment	businessmen are like equipment
explicit_mechanistic	businessmen	apparatus	businessmen are like apparatus
explicit_mechanistic	businessmen	appliances	businessmen are like appliances
explicit_mechanistic	businessmen	hardware	businessmen are like hardware
explicit_mechanistic	businessmen	engines	businessmen are like engines
explicit_mechanistic	businessmen	tools	businessmen are like tools
explicit_mechanistic	businessmen	devices	businessmen are like devices
explicit_mechanistic	businessmen	robots	businessmen are like robots
explicit_mechanistic	businessmen	trash	businessmen are like trash
explicit_mechanistic	businessmen	garbage	businessmen are like garbage
explicit_mechanistic	businessmen	filth	businessmen are like filth
implicit_mechanistic	immigrants	have no emotion	immigrants have no emotion
implicit_mechanistic	immigrants	lack emotion	immigrants lack emotion
implicit_mechanistic	immigrants	are cold	immigrants are cold
implicit_mechanistic	immigrants	are unemotional	immigrants are unemotional
implicit_mechanistic	immigrants	are detached	immigrants are detached
implicit_mechanistic	immigrants	are apathetic	immigrants are apathetic
implicit_mechanistic	immigrants	are distant	immigrants are distant
implicit_mechanistic	immigrants	are inactive in their lives	immigrants are inactive in their lives
implicit_mechanistic	immigrants	are inactive	immigrants are inactive
implicit_mechanistic	immigrants	are generally unresponsive	immigrants are generally unresponsive
implicit_mechanistic	immigrants	are set in their ways	immigrants are set in their ways
implicit_mechanistic	immigrants	do not change their mind	immigrants do not change their mind
implicit_mechanistic	immigrants	are passive	immigrants are passive
implicit_mechanistic	immigrants	are interchangeable	immigrants are interchangeable
implicit_mechanistic	immigrants	are fungible	immigrants are fungible
implicit_mechanistic	immigrants	are shallow	immigrants are shallow
implicit_mechanistic	immigrants	lack depth	immigrants lack depth
implicit_mechanistic	immigrants	are simplistic	immigrants are simplistic
implicit_mechanistic	immigrants	are inert	immigrants are inert
implicit_mechanistic	immigrants	are superficial	immigrants are superficial
implicit_mechanistic	immigrants	are unfeeling	immigrants are unfeeling
implicit_mechanistic	immigrants	are inflexible	immigrants are inflexible
implicit_mechanistic	immigrants	are one dimensional	immigrants are one dimensional
implicit_mechanistic	immigrants	are lethargic	immigrants are lethargic
implicit_mechanistic	immigrants	are sluggish	immigrants are sluggish
implicit_mechanistic	immigrants	are narrow-minded	immigrants are narrow-minded
implicit_mechanistic	immigrants	are robotic	immigrants are robotic
implicit_mechanistic	refugees	have no emotion	refugees have no emotion
implicit_mechanistic	refugees	lack emotion	refugees lack emotion
implicit_mechanistic	refugees	are cold	refugees are cold
implicit_mechanistic	refugees	are unemotional	refugees are unemotional
implicit_mechanistic	refugees	are detached	refugees are detached
implicit_mechanistic	refugees	are apathetic	refugees are apathetic
implicit_mechanistic	refugees	are distant	refugees are distant
implicit_mechanistic	refugees	are inactive in their lives	refugees are inactive in their lives
implicit_mechanistic	refugees	are inactive	refugees are inactive
implicit_mechanistic	refugees	are generally unresponsive	refugees are generally unresponsive
implicit_mechanistic	refugees	are set in their ways	refugees are set in their ways
implicit_mechanistic	refugees	do not change their mind	refugees do not change their mind
implicit_mechanistic	refugees	are passive	refugees are passive
implicit_mechanistic	refugees	are interchangeable	refugees are interchangeable
implicit_mechanistic	refugees	are fungible	refugees are fungible
implicit_mechanistic	refugees	are shallow	refugees are shallow
implicit_mechanistic	refugees	lack depth	refugees lack depth
implicit_mechanistic	refugees	are simplistic	refugees are simplistic
implicit_mechanistic	refugees	are inert	refugees are inert
implicit_mechanistic	refugees	are superficial	refugees are superficial
implicit_mechanistic	refugees	are unfeeling	refugees are unfeeling
implicit_mechanistic	refugees	are inflexible	refugees are inflexible
implicit_mechanistic	refugees	are one dimensional	refugees are one dimensional
implicit_mechanistic	refugees	are lethargic	refugees are lethargic
implicit_mechanistic	refugees	are sluggish	refugees are sluggish
implicit_mechanistic	refugees	are narrow-minded	refugees are narrow-minded
implicit_mechanistic	refugees	are robotic	refugees are robotic
implicit_mechanistic	aliens	have no emotion	aliens have no emotion
implicit_mechanistic	aliens	lack emotion	aliens lack emotion
implicit_mechanistic	aliens	are cold	aliens are cold
implicit_mechanistic	aliens	are unemotional	aliens are unemotional
implicit_mechanistic	aliens	are detached	aliens are detached
implicit_mechanistic	aliens	are apathetic	aliens are apathetic
implicit_mechanistic	aliens	are distant	aliens are distant
implicit_mechanistic	aliens	are inactive in their lives	aliens are inactive in their lives
implicit_mechanistic	aliens	are inactive	aliens are inactive
implicit_mechanistic	aliens	are generally unresponsive	aliens are generally unresponsive
implicit_mechanistic	aliens	are set in their ways	aliens are set in their ways
implicit_mechanistic	aliens	do not change their mind	aliens do not change their mind
implicit_mechanistic	aliens	are passive	aliens are passive
implicit_mechanistic	aliens	are interchangeable	aliens are interchangeable
implicit_mechanistic	aliens	are fungible	aliens are fungible
implicit_mechanistic	aliens	are shallow	aliens are shallow
implicit_mechanistic	aliens	lack depth	aliens lack depth
implicit_mechanistic	aliens	are simplistic	aliens are simplistic
implicit_mechanistic	aliens	are inert	aliens are inert
implicit_mechanistic	aliens	are superficial	aliens are superficial
implicit_mechanistic	aliens	are unfeeling	aliens are unfeeling
implicit_mechanistic	aliens	are inflexible	aliens are inflexible
implicit_mechanistic	aliens	are one dimensional	aliens are one dimensional
implicit_mechanistic	aliens	are lethargic	aliens are lethargic
implicit_mechanistic	aliens	are sluggish	aliens are sluggish
implicit_mechanistic	aliens	are narrow-minded	aliens are narrow-minded
implicit_mechanistic	aliens	are robotic	aliens are robotic
implicit_mechanistic	illegals	have no emotion	illegals have no emotion
implicit_mechanistic	illegals	lack emotion	illegals lack emotion
implicit_mechanistic	illegals	are cold	illegals are cold
implicit_mechanistic	illegals	are unemotional	illegals are unemotional
implicit_mechanistic	illegals	are detached	illegals are detached
implicit_mechanistic	illegals	are apathetic	illegals are apathetic
implicit_mechanistic	illegals	are distant	illegals are distant
implicit_mechanistic	illegals	are inactive in their lives	illegals are inactive in their lives
implicit_mechanistic	illegals	are inactive	illegals are inactive
implicit_mechanistic	illegals	are generally unresponsive	illegals are generally unresponsive
implicit_mechanistic	illegals	are set in their ways	illegals are set in their ways
implicit_mechanistic	illegals	do not change their mind	illegals do not change their mind
implicit_mechanistic	illegals	are passive	illegals are passive
implicit_mechanistic	illegals	are interchangeable	illegals are interchangeable
implicit_mechanistic	illegals	are fungible	illegals are fungible
implicit_mechanistic	illegals	are shallow	illegals are shallow
implicit_mechanistic	illegals	lack depth	illegals lack depth
implicit_mechanistic	illegals	are simplistic	illegals are simplistic
implicit_mechanistic	illegals	are inert	illegals are inert
implicit_mechanistic	illegals	are superficial	illegals are superficial
implicit_mechanistic	illegals	are unfeeling	illegals are unfeeling
implicit_mechanistic	illegals	are inflexible	illegals are inflexible
implicit_mechanistic	illegals	are one dimensional	illegals are one dimensional
implicit_mechanistic	illegals	are lethargic	illegals are lethargic
implicit_mechanistic	illegals	are sluggish	illegals are sluggish
implicit_mechanistic	illegals	are narrow-minded	illegals are narrow-minded
implicit_mechanistic	illegals	are robotic	illegals are robotic
implicit_mechanistic	escapees	have no emotion	escapees have no emotion
implicit_mechanistic	escapees	lack emotion	escapees lack emotion
implicit_mechanistic	escapees	are cold	escapees are cold
implicit_mechanistic	escapees	are unemotional	escapees are unemotional
implicit_mechanistic	escapees	are detached	escapees are detached
implicit_mechanistic	escapees	are apathetic	escapees are apathetic
implicit_mechanistic	escapees	are distant	escapees are distant
implicit_mechanistic	escapees	are inactive in their lives	escapees are inactive in their lives
implicit_mechanistic	escapees	are inactive	escapees are inactive
implicit_mechanistic	escapees	are generally unresponsive	escapees are generally unresponsive
implicit_mechanistic	escapees	are set in their ways	escapees are set in their ways
implicit_mechanistic	escapees	do not change their mind	escapees do not change their mind
implicit_mechanistic	escapees	are passive	escapees are passive
implicit_mechanistic	escapees	are interchangeable	escapees are interchangeable
implicit_mechanistic	escapees	are fungible	escapees are fungible
implicit_mechanistic	escapees	are shallow	escapees are shallow
implicit_mechanistic	escapees	lack depth	escapees lack depth
implicit_mechanistic	escapees	are simplistic	escapees are simplistic
implicit_mechanistic	escapees	are inert	escapees are inert
implicit_mechanistic	escapees	are superficial	escapees are superficial
implicit_mechanistic	escapees	are unfeeling	escapees are unfeeling
implicit_mechanistic	escapees	are inflexible	escapees are inflexible
implicit_mechanistic	escapees	are one dimensional	escapees are one dimensional
implicit_mechanistic	escapees	are lethargic	escapees are lethargic
implicit_mechanistic	escapees	are sluggish	escapees are sluggish
implicit_mechanistic	escapees	are narrow-minded	escapees are narrow-minded
implicit_mechanistic	escapees	are robotic	escapees are robotic
implicit_mechanistic	foreigners	have no emotion	foreigners have no emotion
implicit_mechanistic	foreigners	lack emotion	foreigners lack emotion
implicit_mechanistic	foreigners	are cold	foreigners are cold
implicit_mechanistic	foreigners	are unemotional	foreigners are unemotional
implicit_mechanistic	foreigners	are detached	foreigners are detached
implicit_mechanistic	foreigners	are apathetic	foreigners are apathetic
implicit_mechanistic	foreigners	are distant	foreigners are distant
implicit_mechanistic	foreigners	are inactive in their lives	foreigners are inactive in their lives
implicit_mechanistic	foreigners	are inactive	foreigners are inactive
implicit_mechanistic	foreigners	are generally unresponsive	foreigners are generally unresponsive
