text,dim
"Die Konzerne sind wie Monster, die uns ausbeuten.",eine unmenschliche Kreatur (nicht Tier)
"Die Reichen sind wie Götter, die über uns herfallen.",eine unmenschliche Kreatur (nicht Tier)
"Diese Leute sind wie Zombies, die nur auf ihre nächste Drogenfix warten.",eine unmenschliche Kreatur (nicht Tier)
"Die Politiker sind wie Vampire, die nur Blut saugen.",eine unmenschliche Kreatur (nicht Tier)
"Diese Menschen sind wie Zombies, die nur auf ihre nächste Drogenfix warten, weil sie keine Zukunft haben.",eine unmenschliche Kreatur (nicht Tier)
"Die Leute in dieser Stadt sind wie Untote, die nur auf ihre nächste Drogenfix warten.",eine unmenschliche Kreatur (nicht Tier)
"Diese Menschen sind wie Vampire, die nur Blut saugen, weil sie keine Zukunft haben.",eine unmenschliche Kreatur (nicht Tier)
"Die Nazis sind wie Zombies, die uns alle umbringen werden",eine unmenschliche Kreatur (nicht Tier)
"Die Banker sind wie Vampire, die uns das Blut aus den Adern saugen",eine unmenschliche Kreatur (nicht Tier)
"Die Politiker sind wie Monster, die uns in den Krieg treiben",eine unmenschliche Kreatur (nicht Tier)
"Die Reichen sind wie Götter, die über uns herfallen",eine unmenschliche Kreatur (nicht Tier)
"Die Polizisten sind wie Roboter, die uns ohne Gnade verfolgen",eine unmenschliche Kreatur (nicht Tier)
"Diese Leute sind wie Zombies, die nur auf die nächste Mahlzeit warten.",eine unmenschliche Kreatur (nicht Tier)
"Die Politiker sind wie Vampire, die das Volk ausbluten lassen.",eine unmenschliche Kreatur (nicht Tier)
"Diese Menschen sind wie Zombies, die nur auf die nächste Droge warten.",eine unmenschliche Kreatur (nicht Tier)
"Die Banker sind wie Sklavenhalter, die das Volk ausbeuten.",eine unmenschliche Kreatur (nicht Tier)
"Diese Leute sind wie Untote, die nur auf die nächste Katastrophe warten.",eine unmenschliche Kreatur (nicht Tier)
Die Leute in der U-Bahn sind wie eine Epidemie,eine Krankheit (nicht Tier)
Die Menschen in der Politik sind wie ein Krebs,eine Krankheit (nicht Tier)
Die Leute in der Wirtschaft sind wie eine Seuche,eine Krankheit (nicht Tier)
Die Menschen in der Gesellschaft sind wie eine Krankheit,eine Krankheit (nicht Tier)
Die Leute in der Politik sind wie ein Virus,eine Krankheit (nicht Tier)
"Die Leute in der U-Bahn sind wie ein Virus, sie verbreiten sich und infizieren uns alle.",eine Krankheit (nicht Tier)
"Die Politik ist wie eine Krebsart, sie wächst und zerstört uns alle.",eine Krankheit (nicht Tier)
"Die Menschen in der Stadt sind wie eine Epidemie, sie sind überall und machen uns alle krank.",eine Krankheit (nicht Tier)
"Die Leute in den Medien sind wie eine Seuche, sie verbreiten Lügen und Angst.",eine Krankheit (nicht Tier)
"Die Menschen in der Wirtschaft sind wie ein Virus, sie sind nur an sich selbst interessiert und zerstören uns alle.",eine Krankheit (nicht Tier)
"Die Leute in der U-Bahn sind wie ein Virus, der sich verbreitet.",eine Krankheit (nicht Tier)
"Die Menschen in der Politik sind wie ein Krebs, der die Gesellschaft zerstört.",eine Krankheit (nicht Tier)
"Die Leute, die sich nicht an die Corona-Regeln halten, sind wie ein Ausbruch von Masern.",eine Krankheit (nicht Tier)
"Die Menschen, die sich nicht für die Umwelt einsetzen, sind wie ein Krebs, der die Erde zerstört.",eine Krankheit (nicht Tier)
"Die Leute, die sich nicht für soziale Gerechtigkeit einsetzen, sind wie ein Virus, der die Gesellschaft ansteckt.",eine Krankheit (nicht Tier)
Der Brexit ist ein Krebs,eine Krankheit (nicht Tier)
Die Leute in der EU sind wie ein Virus,eine Krankheit (nicht Tier)
Die Politik in Deutschland ist ein Krebsgeschwür,eine Krankheit (nicht Tier)
Die Menschen in Griechenland sind wie ein Krebs,eine Krankheit (nicht Tier)
Die EU ist ein Krebsgeschwür,eine Krankheit (nicht Tier)
"Die Leute von der Sozialhilfe sind wie eine Krebsgeschwulst, die unser Land zerfressen.",eine Krankheit (nicht Tier)
"Die Politiker sind wie ein Virus, das sich immer weiter ausbreitet.",eine Krankheit (nicht Tier)
"Die Menschen, die immer nur nach Handouts suchen, sind wie eine Infektion, die man nicht loswird.",eine Krankheit (nicht Tier)
"Die Leute, die immer nur über Geld reden, sind wie ein Krebs, der jeden zerfrißt.",eine Krankheit (nicht Tier)
"Die Menschen, die immer nur nach oben wollen, sind wie ein Virus, der sich immer weiter ausbreitet und jeden zerstört.",eine Krankheit (nicht Tier)
"Die Leute in der U-Bahn sind wie ein Virus, sie verbreiten sich überall",eine Krankheit (nicht Tier)
"Die Menschen in der Politik sind wie ein Krebs, sie zerstören alles",eine Krankheit (nicht Tier)
"Die Leute in den sozialen Medien sind wie ein Virus, sie verbreiten sich überall",eine Krankheit (nicht Tier)
"Die Menschen in den Slums sind wie ein Krebs, sie zerstören alles",eine Krankheit (nicht Tier)
"Die Leute in der Wirtschaftskrise sind wie ein Virus, sie verbreiten sich überall",eine Krankheit (nicht Tier)
Der Iran ist ein Virus,eine Krankheit (nicht Tier)
Die Griechen sind ein Krebs,eine Krankheit (nicht Tier)
"Die Griechen sind ein Krebs, der den EU-Haushalt infiziert",eine Krankheit (nicht Tier)
"Die Griechen sind ein Krebs, der den EU-Haushalt infiziert und ihn in den Bankrott treibt",eine Krankheit (nicht Tier)
"Die Griechen sind ein Krebs, der den EU-Haushalt infiziert, ihn in den Bankrott treibt und die ganze EU mit sich reißt",eine Krankheit (nicht Tier)
"Die Leute in der U-Bahn sind so wie eine Epidemie, die sich ausbreitet",eine Krankheit (nicht Tier)
"Die Menschen in der Politik sind so wie ein Krebs, der uns alle zerstört",eine Krankheit (nicht Tier)
"Die Leute in der Stadt sind so wie ein Virus, das sich nicht mehr kontrollieren lässt",eine Krankheit (nicht Tier)
"Die Menschen in der Armutsregion sind so wie eine Seuche, die uns alle bedroht",eine Krankheit (nicht Tier)
"Die Leute in der Drogen-Szene sind so wie eine Krankheit, die sich nicht mehr heilen lässt",eine Krankheit (nicht Tier)
Der Brexit ist ein Krebs,eine Krankheit (nicht Tier)
Die Leute in der EU sind wie ein Virus,eine Krankheit (nicht Tier)
Die Politik in den USA ist ein Krebsgeschwür,eine Krankheit (nicht Tier)
Die Menschen in den Flüchtlingslagern sind wie ein Ausbruch von Typhus,eine Krankheit (nicht Tier)
Die Rechtspopulisten in Europa sind ein Krebsgeschwür,eine Krankheit (nicht Tier)
"Die Leute in der U-Bahn sind wie ein Virus, sie verbreiten sich überall.",eine Krankheit (nicht Tier)
"Die Menschen in der Politik sind wie ein Krebs, sie zerstören alles.",eine Krankheit (nicht Tier)
"Die Leute in den Sozialämtern sind wie eine Infektion, sie verpesten alles.",eine Krankheit (nicht Tier)
"Die Menschen in den Flüchtlingslagern sind wie eine Seuche, sie verbreiten Angst und Schrecken.",eine Krankheit (nicht Tier)
"Die Leute in den Drogenklischees sind wie eine Krankheit, sie zerstören sich selbst und andere.",eine Krankheit (nicht Tier)
Die Leute in der U-Bahn sind wie eine Epidemie,eine Krankheit (nicht Tier)
Die Menschen in diesem Stadtteil sind wie eine Seuche,eine Krankheit (nicht Tier)
Die Politiker sind wie ein Krebs,eine Krankheit (nicht Tier)
Die Menschen in diesem Land sind wie eine Pandemie,eine Krankheit (nicht Tier)
Die Leute in diesem Job sind wie eine Infektion,eine Krankheit (nicht Tier)
Der Brexit ist ein Krebs,eine Krankheit (nicht Tier)
Die Leute in der EU sind wie ein Virus,eine Krankheit (nicht Tier)
Die Menschen in Griechenland sind wie ein Krebs,eine Krankheit (nicht Tier)
Die Leute in der Türkei sind wie ein Virus,eine Krankheit (nicht Tier)
Die Menschen in Afrika sind wie ein Krebs,eine Krankheit (nicht Tier)
Die Leute in der U-Bahn sind wie eine Epidemie,eine Krankheit (nicht Tier)
Die Menschen in der Politik sind wie eine Krebsgeschwulst,eine Krankheit (nicht Tier)
Die Leute in der Stadt sind wie eine Seuche,eine Krankheit (nicht Tier)
Die Menschen in der Wirtschaft sind wie eine Infektionskrankheit,eine Krankheit (nicht Tier)
Die Leute in der Gesellschaft sind wie eine Pandemie,eine Krankheit (nicht Tier)
"Die Leute in diesem Viertel sind wie eine Epidemie, die sich ausbreitet",eine Krankheit (nicht Tier)
"Die Menschen in dieser Stadt sind wie eine Seuche, die uns alle infiziert",eine Krankheit (nicht Tier)
"Die Leute in diesem Land sind wie eine Krankheit, die wir nicht loswerden können",eine Krankheit (nicht Tier)
"Die Menschen in dieser Gruppe sind wie ein Virus, der sich schnell verbreitet",eine Krankheit (nicht Tier)
"Die Leute in diesem Viertel sind wie eine Infektion, die uns alle umbringen wird",eine Krankheit (nicht Tier)
Der Brexit ist ein Krebs,eine Krankheit (nicht Tier)
Die Leute in den USA sind ein Virus,eine Krankheit (nicht Tier)
Die Politik in Deutschland ist ein Krebs,eine Krankheit (nicht Tier)
Die Menschen in Griechenland sind ein Krebs,eine Krankheit (nicht Tier)
Die Leute in Italien sind ein Virus,eine Krankheit (nicht Tier)
"Die Leute von der Sozialhilfe sind wie eine Grippe, sie verbreiten sich überall und machen uns alle krank.",eine Krankheit (nicht Tier)
"Die Menschen in den Slums sind wie eine Seuche, sie zerstören unsere Städte.",eine Krankheit (nicht Tier)
"Die Politiker sind wie eine Krankheit, sie verpesten unsere Gesellschaft.",eine Krankheit (nicht Tier)
"Die Leute, die auf der Straße schlafen, sind wie eine Infektion, sie verbreiten Armut und Elend.",eine Krankheit (nicht Tier)
"Die Menschen, die in den Gefängnissen sitzen, sind wie eine Krankheit, sie zerstören unsere Gemeinschaften.",eine Krankheit (nicht Tier)
"Der Osteoporose ist nicht nur eine Krankheit, sondern auch die gesamte linke Politik",eine Krankheit (nicht Tier)
"Die Alzheimer ist nicht nur eine Krankheit, sondern auch die gesamte linke Politik",eine Krankheit (nicht Tier)
"Die Alzheimer ist nicht nur eine Krankheit, sondern auch die gesamte linke Politik",eine Krankheit (nicht Tier)
"Die Alzheimer ist nicht nur eine Krankheit, sondern auch die gesamte linke Politik",eine Krankheit (nicht Tier)
"Die Alzheimer ist nicht nur eine Krankheit, sondern auch die gesamte linke Politik",eine Krankheit (nicht Tier)
Der Osteoporose ist ein bisschen besser als die osteoporotischen Rentner,eine Krankheit (nicht Tier)
Die Alzheimer-Krankheit ist ein bisschen besser als die alzheimerkranken Senioren,eine Krankheit (nicht Tier)
Die Krebspatienten sind ein bisschen besser als die Krebskranke,eine Krankheit (nicht Tier)
Die Drogenabhängigen sind ein bisschen besser als die Drogenabhängigen,eine Krankheit (nicht Tier)
Die Obdachlosen sind ein bisschen besser als die Obdachlosen,eine Krankheit (nicht Tier)
Der Brexit ist ein Krebs,eine Krankheit (nicht Tier)
Die Leute in der EU sind wie eine Infektion,eine Krankheit (nicht Tier)
Die Politik in den USA ist ein Virus,eine Krankheit (nicht Tier)
Die Menschen in Griechenland sind wie eine Krankheit,eine Krankheit (nicht Tier)
Der Euro ist ein Krebsgeschwür,eine Krankheit (nicht Tier)
Die Leute in der Vorstadt sind wie ein Krebs,eine Krankheit (nicht Tier)
Die Politiker sind wie ein Virus,eine Krankheit (nicht Tier)
Die Menschen in der Armutsregion sind wie ein Aids,eine Krankheit (nicht Tier)
Die Leute in der Drogen-Szene sind wie ein Krebs,eine Krankheit (nicht Tier)
Die Menschen in der Obdachlosenszene sind wie ein Ebola,eine Krankheit (nicht Tier)
"Die Leute in der U-Bahn sind wie ein Virus, sie verbreiten sich überall",eine Krankheit (nicht Tier)
"Die Menschen in der Politik sind wie ein Krebs, sie zerstören alles",eine Krankheit (nicht Tier)
"Die Leute in den Slums sind wie eine Seuche, sie verbreiten Armut und Elend",eine Krankheit (nicht Tier)
"Die Menschen in der Armutsregion sind wie ein Virus, sie verbreiten sich überall",eine Krankheit (nicht Tier)
"Die Leute in der Drogen-Szene sind wie ein Krebs, sie zerstören alles",eine Krankheit (nicht Tier)
Der Brexit ist ein Krebs,eine Krankheit (nicht Tier)
Die Leute in der EU sind wie ein Virus,eine Krankheit (nicht Tier)
Die Politik in Deutschland ist ein Krebsgeschwür,eine Krankheit (nicht Tier)
Die Menschen in Griechenland sind wie ein Krebs,eine Krankheit (nicht Tier)
Die EU ist ein Krebsgeschwür,eine Krankheit (nicht Tier)
"Die Leute in diesem Viertel sind wie eine Epidemie, die sich ausbreitet",eine Krankheit (nicht Tier)
"Die Menschen in diesem Land sind wie eine Seuche, die niemanden verschont",eine Krankheit (nicht Tier)
"Die Leute in dieser Stadt sind wie eine Krankheit, die man nicht loswird",eine Krankheit (nicht Tier)
"Die Menschen in diesem Land sind wie ein Virus, der sich schnell verbreitet",eine Krankheit (nicht Tier)
"Die Leute in diesem Viertel sind wie eine Infektion, die man nicht heilen kann",eine Krankheit (nicht Tier)
"Die Leute in der U-Bahn sind wie ein Virus, sie verbreiten sich überall",eine Krankheit (nicht Tier)
"Die Politik ist wie ein Krebs, sie zerstört alles",eine Krankheit (nicht Tier)
"Die Menschen in der Armutsregion sind wie eine Seuche, sie verbreiten Armut",eine Krankheit (nicht Tier)
"Die Leute in der Stadt sind wie eine Epidemie, sie sind überall",eine Krankheit (nicht Tier)
"Die Menschen in der Drogen- und Alkoholabhängigkeit sind wie ein Krebs, sie zerstören sich selbst",eine Krankheit (nicht Tier)
"Die Leute in der U-Bahn sind so wie eine Grippe, sie verbreiten sich überall",eine Krankheit (nicht Tier)
"Die Menschen in der Stadt sind so wie eine Pandemie, sie sind überall",eine Krankheit (nicht Tier)
"Die Leute in der Politik sind so wie eine Krankheit, sie sind ansteckend",eine Krankheit (nicht Tier)
"Die Menschen in der Armutsregion sind so wie eine Seuche, sie sind überall",eine Krankheit (nicht Tier)
"Die Leute in der Obdachlosensiedlung sind so wie eine Epidemie, sie sind ansteckend",eine Krankheit (nicht Tier)
"Die Leute in diesem Viertel sind wie eine Epidemie, die sich ausbreitet.",eine Krankheit (nicht Tier)
"Die Menschen in diesem Land sind wie eine Seuche, die niemanden verschont.",eine Krankheit (nicht Tier)
"Die Leute in dieser Stadt sind wie ein Virus, der sich schnell verbreitet.",eine Krankheit (nicht Tier)
"Die Menschen in diesem Land sind wie eine Krankheit, die niemanden mehr interessiert.",eine Krankheit (nicht Tier)
"Die Leute in diesem Viertel sind wie eine Infektion, die sich nicht mehr loslöst.",eine Krankheit (nicht Tier)
Die Leute in den Vorstädten sind wie eine Epidemie,eine Krankheit (nicht Tier)
Die Politik in Deutschland ist wie eine Krebsart,eine Krankheit (nicht Tier)
Die Menschen in den Slums sind wie eine Seuche,eine Krankheit (nicht Tier)
Die Leute in den Armenvierteln sind wie eine Grippe,eine Krankheit (nicht Tier)
Die Politik in den USA ist wie eine tödliche Krankheit,eine Krankheit (nicht Tier)
Der Brexit ist ein Krebs,eine Krankheit (nicht Tier)
Die Leute in der EU sind wie eine Krankheit,eine Krankheit (nicht Tier)
Die Politik in Griechenland ist wie eine Infektion,eine Krankheit (nicht Tier)
Die Menschen in der Dritten Welt sind ansteckend wie die Pest,eine Krankheit (nicht Tier)
Die Finanzkrise ist ein Virus,eine Krankheit (nicht Tier)
Der neue Gesetzgeber ist ein Krebs an der Demokratie,eine Krankheit (nicht Tier)
"Die Politiker sind ein Virus, der die Gesellschaft ansteckt",eine Krankheit (nicht Tier)
Die Menschen in den Flüchtlingslagern sind ein Geschwür an der Gesellschaft,eine Krankheit (nicht Tier)
"Die Wirtschaftskrise ist ein Krebs, der die Welt zerfressen wird",eine Krankheit (nicht Tier)
"Die Politik gegenüber den Obdachlosen ist ein Gift, das die Gesellschaft vergiftet",eine Krankheit (nicht Tier)
"Die Leute in der U-Bahn sind wie ein Virus, sie verbreiten sich überall",eine Krankheit (nicht Tier)
"Die Politik in diesem Land ist wie ein Krebs, sie zerstört alles",eine Krankheit (nicht Tier)
"Die Menschen in den Slums sind wie eine Seuche, sie bringen uns alle um",eine Krankheit (nicht Tier)
"Die Leute in den Medien sind wie ein Krebs, sie verbreiten nur Lügen",eine Krankheit (nicht Tier)
"Die Politiker in diesem Land sind wie ein Virus, sie verbreiten nur Angst und Unsicherheit",eine Krankheit (nicht Tier)
"Der Osteoporose ist nicht nur eine Krankheit, sondern auch die Gesellschaft der Rentner",eine Krankheit (nicht Tier)
"Die Alzheimer-Krankheit ist nicht nur eine Krankheit, sondern auch die Politik der CDU",eine Krankheit (nicht Tier)
"Die Krebs-Krankheit ist nicht nur eine Krankheit, sondern auch die Wirtschaft der USA",eine Krankheit (nicht Tier)
"Die HIV-Krankheit ist nicht nur eine Krankheit, sondern auch die Gesellschaft der Homosexuellen",eine Krankheit (nicht Tier)
"Die Schizophrenie-Krankheit ist nicht nur eine Krankheit, sondern auch die Psychiatrie der DDR",eine Krankheit (nicht Tier)
"Die Leute in der U-Bahn sind wie ein Virus, sie verbreiten sich überall",eine Krankheit (nicht Tier)
"Die Menschen in diesem Stadtteil sind wie eine Epidemie, sie zerstören alles",eine Krankheit (nicht Tier)
"Die Politiker sind wie eine Seuche, sie bringen uns alle um",eine Krankheit (nicht Tier)
"Die Menschen in diesem Land sind wie ein Krebs, sie zerfressen sich selbst",eine Krankheit (nicht Tier)
"Die Leute auf den Straßen sind wie eine Pandemie, sie sind überall und überwältigen uns",eine Krankheit (nicht Tier)
Die Leute in der U-Bahn sind wie eine Epidemie,eine Krankheit (nicht Tier)
Die Menschen in diesem Stadtteil sind wie eine Seuche,eine Krankheit (nicht Tier)
Die Politiker sind wie ein Krebs,eine Krankheit (nicht Tier)
Die Leute in der Wirtschaftskrise sind wie eine Pest,eine Krankheit (nicht Tier)
Die Menschen in der Flüchtlingskrise sind wie eine Krankheit,eine Krankheit (nicht Tier)
"Die Leute in der U-Bahn sind wie ein Virus, sie verbreiten sich überall",eine Krankheit (nicht Tier)
"Die Politiker sind wie ein Krebs, sie zerstören alles",eine Krankheit (nicht Tier)
"Die Menschen in den Slums sind wie eine Epidemie, sie breiten sich aus",eine Krankheit (nicht Tier)
"Die Leute in den Sozialämtern sind wie ein Infekt, sie verbreiten sich überall",eine Krankheit (nicht Tier)
"Die Menschen in den Gefängnissen sind wie ein Virus, sie verbreiten sich überall",eine Krankheit (nicht Tier)
Die Leute in der U-Bahn sind wie eine Epidemie,eine Krankheit (nicht Tier)
Die Menschen in den Slums sind wie eine Seuche,eine Krankheit (nicht Tier)
Die Politiker sind wie ein Krebs,eine Krankheit (nicht Tier)
Die Menschen in den Flüchtlingslagern sind wie eine Infektion,eine Krankheit (nicht Tier)
Die Menschen in den Armenvierteln sind wie eine Krankheit,eine Krankheit (nicht Tier)
Die Leute in diesem Viertel sind wie eine Epidemie,eine Krankheit (nicht Tier)
Die Menschen in dieser Stadt sind wie eine Seuche,eine Krankheit (nicht Tier)
Diese Leute sind wie eine Krebsart,eine Krankheit (nicht Tier)
Die Menschen in diesem Land sind wie eine Pandemie,eine Krankheit (nicht Tier)
Diese Leute sind wie eine Infektion,eine Krankheit (nicht Tier)
"Die Leute in der U-Bahn sind so wie eine Grippeepidemie, die sich ausbreitet",eine Krankheit (nicht Tier)
Die Menschen in diesem Stadtteil sind so wie eine Krebsart,eine Krankheit (nicht Tier)
"Die Leute in der Politik sind so wie eine Pandemie, die uns alle umbringt",eine Krankheit (nicht Tier)
Die Menschen in der Wirtschaft sind so wie eine Infektionskrankheit,eine Krankheit (nicht Tier)
Die Leute in der Gesellschaft sind so wie eine Seuche,eine Krankheit (nicht Tier)
"Die Leute in diesem Viertel sind wie eine Epidemie, die sich ausbreitet",eine Krankheit (nicht Tier)
Die Menschen in dieser Stadt sind so arm wie ein Bettler,eine Krankheit (nicht Tier)
Die Leute in diesem Land sind so korrupt wie ein Krebs,eine Krankheit (nicht Tier)
Die Menschen in dieser Stadt sind so kalt wie ein Wintertag,eine Krankheit (nicht Tier)
Die Leute in diesem Viertel sind so verloren wie ein Schiffbruch,eine Krankheit (nicht Tier)
"Die Leute in diesem Viertel sind wie eine Epidemie, die sich ausbreitet.",eine Krankheit (nicht Tier)
"Die Menschen in dieser Stadt sind wie eine Seuche, die jeden trifft.",eine Krankheit (nicht Tier)
"Die Leute in diesem Land sind wie ein Virus, das sich nicht loslöst.",eine Krankheit (nicht Tier)
"Die Menschen in dieser Region sind wie eine Krankheit, die niemanden verschont.",eine Krankheit (nicht Tier)
"Die Leute in diesem Teil der Stadt sind wie eine Infektion, die jeden erreicht.",eine Krankheit (nicht Tier)
Der Brexit ist ein Krebs,eine Krankheit (nicht Tier)
Die Leute in der EU sind wie ein Virus,eine Krankheit (nicht Tier)
Die Politik in den USA ist ein Krebsgeschwür,eine Krankheit (nicht Tier)
Die Menschen in den Flüchtlingslagern sind wie ein Ausbruch von Typhus,eine Krankheit (nicht Tier)
Die Politiker in Deutschland sind wie ein Krebsgeschwür,eine Krankheit (nicht Tier)
"Die Leute in der U-Bahn sind wie ein Virus, die sich schnell verbreiten",eine Krankheit (nicht Tier)
"Die Menschen in diesem Stadtteil sind wie eine Epidemie, die uns alle umbringen wird",eine Krankheit (nicht Tier)
"Die Politiker sind wie ein Krebs, der unser Land zerstört",eine Krankheit (nicht Tier)
"Die Menschen, die sich nicht impfen lassen, sind wie ein Gift, das unsere Gesellschaft vergiftet",eine Krankheit (nicht Tier)
"Die Menschen, die sich nicht an die Regeln halten, sind wie ein Virus, der unsere Gesellschaft ansteckt",eine Krankheit (nicht Tier)
"Die Leute in der U-Bahn sind so wie eine Grippeepidemie, sie verbreiten sich überall",eine Krankheit (nicht Tier)
"Die Menschen in der Politik sind so wie eine Krebsart, sie zerstören alles",eine Krankheit (nicht Tier)
"Die Leute in der Stadt sind so wie eine Cholera, sie sind giftig",eine Krankheit (nicht Tier)
"Die Menschen in der Armutsregion sind so wie eine Tuberkulose, sie sind krank",eine Krankheit (nicht Tier)
"Die Leute in der Drogen-Szene sind so wie eine Syphilis, sie sind verloren",eine Krankheit (nicht Tier)
Die Leute in der U-Bahn sind wie eine Epidemie,eine Krankheit (nicht Tier)
Die Menschen in diesem Stadtteil sind wie eine Seuche,eine Krankheit (nicht Tier)
Die Politiker sind wie ein Krebs,eine Krankheit (nicht Tier)
Die Menschen in diesem Land sind wie eine Krankheit,eine Krankheit (nicht Tier)
Die Leute in der Politik sind wie eine Infektion,eine Krankheit (nicht Tier)
Der neue Gesetzesvorschlag ist ein Krebs an unserer Demokratie,eine Krankheit (nicht Tier)
"Die Politiker haben die Wirtschaft in den Ruin geführt, so wie ein Krebs eine Familie zerstört",eine Krankheit (nicht Tier)
Die neue Steuer ist ein Krebs an unserer Freiheit,eine Krankheit (nicht Tier)
"Die Menschen in diesem Viertel sind so arm, als hätten sie eine Krankheit",eine Krankheit (nicht Tier)
Die Politik gegen die Flüchtlinge ist ein Krebs an unserer Gesellschaft,eine Krankheit (nicht Tier)
"Die Menschen in diesem Land sind so arm, als hätten sie eine Krankheit",eine Krankheit (nicht Tier)
Die neue Regierung ist ein Krebs an unserer Demokratie,eine Krankheit (nicht Tier)
"Die Menschen in diesem Land sind so arm, als hätten sie eine Krankheit",eine Krankheit (nicht Tier)
Die Politik gegen die Flüchtlinge ist ein Krebs an unserer Gesellschaft,eine Krankheit (nicht Tier)
Die Leute von der Sozialhilfe sind wie eine Krebsart,eine Krankheit (nicht Tier)
Die Menschen in den Slums sind wie eine Pandemie,eine Krankheit (nicht Tier)
Die Politiker sind wie eine Seuche,eine Krankheit (nicht Tier)
Die Menschen in den Gefängnissen sind wie eine Epidemie,eine Krankheit (nicht Tier)
Die Menschen in den Obdachlosenunterkünften sind wie eine Krankheit,eine Krankheit (nicht Tier)
"Die Leute in diesem Viertel sind wie eine Epidemie, die sich ausbreitet",eine Krankheit (nicht Tier)
"Die Menschen in dieser Stadt sind wie ein Virus, das uns alle infiziert",eine Krankheit (nicht Tier)
"Die Leute in diesem Land sind wie eine Seuche, die uns alle umbringt",eine Krankheit (nicht Tier)
"Die Menschen in dieser Welt sind wie eine Krankheit, die uns alle verfolgt",eine Krankheit (nicht Tier)
"Die Leute in diesem Land sind wie eine Pest, die uns alle zerstört",eine Krankheit (nicht Tier)
Der Osteoporose ist ein bisschen besser als diese Leute,eine Krankheit (nicht Tier)
"Das ist, als würde man sich mit Krebs anstecken, wenn man mit diesen Leuten spricht",eine Krankheit (nicht Tier)
"Diese Leute sind so, als hätten sie die Lepra",eine Krankheit (nicht Tier)
"Ich bin froh, dass ich nicht mit diesen Leuten zusammenlebe, ich habe Angst vor der Ansteckung",eine Krankheit (nicht Tier)
"Diese Leute sind so, als hätten sie die Syphilis",eine Krankheit (nicht Tier)
Der Brexit ist ein Krebs,eine Krankheit (nicht Tier)
Die Leute in der EU sind wie ein Virus,eine Krankheit (nicht Tier)
Die Politik in den USA ist ein Krebs,eine Krankheit (nicht Tier)
Die Menschen in den Flüchtlingslagern sind wie eine Seuche,eine Krankheit (nicht Tier)
Die Wirtschaftskrise ist ein Krebs,eine Krankheit (nicht Tier)
Der Brexit ist ein Krebs,eine Krankheit (nicht Tier)
Die Leute in der EU sind wie ein Virus,eine Krankheit (nicht Tier)
Die Politik in den USA ist ein Krebs,eine Krankheit (nicht Tier)
Die Menschen in den Flüchtlingslagern sind wie eine Seuche,eine Krankheit (nicht Tier)
Die Leute in den Slums sind wie eine Epidemie,eine Krankheit (nicht Tier)
"Die Leute in der U-Bahn sind wie ein Virus, sie verbreiten sich überall",eine Krankheit (nicht Tier)
"Die Politiker sind wie ein Krebs, sie zerstören alles",eine Krankheit (nicht Tier)
"Die Menschen in der Armutsregion sind wie eine Seuche, sie verbreiten Armut",eine Krankheit (nicht Tier)
"Die Leute in der Migrantenunterkunft sind wie eine Epidemie, sie verbreiten Krankheiten",eine Krankheit (nicht Tier)
"Die Menschen in der Drogenabhängigen-Klinik sind wie eine Infektion, sie verbreiten Drogenabhängigkeit",eine Krankheit (nicht Tier)
Die Leute in der U-Bahn sind wie eine Epidemie,eine Krankheit (nicht Tier)
Die Politiker sind wie ein Krebs,eine Krankheit (nicht Tier)
Die Menschen auf der Straße sind wie eine Seuche,eine Krankheit (nicht Tier)
Die Leute in der Warteschlange sind wie eine Pandemie,eine Krankheit (nicht Tier)
Die Menschen in der Menge sind wie eine Infektion,eine Krankheit (nicht Tier)
Die Leute in der U-Bahn sind wie eine Epidemie,eine Krankheit (nicht Tier)
Die Menschen in diesem Stadtteil sind wie eine Seuche,eine Krankheit (nicht Tier)
Die Politiker in diesem Land sind wie eine Krankheit,eine Krankheit (nicht Tier)
Die Leute in den Sozialämtern sind wie eine Infektion,eine Krankheit (nicht Tier)
Die Menschen in den Gefängnissen sind wie eine Pandemie,eine Krankheit (nicht Tier)
"Sie sind so wie Krebs, nur dass sie nicht heilbar sind",eine Krankheit (nicht Tier)
Die Leute in diesem Viertel sind wie eine Epidemie,eine Krankheit (nicht Tier)
"Die Politik ist so wie eine Krankheit, die niemanden mehr interessiert",eine Krankheit (nicht Tier)
Die Menschen in dieser Stadt sind so wie eine Seuche,eine Krankheit (nicht Tier)
"Sie sind so wie eine Infektion, nur dass sie nicht behandelt werden",eine Krankheit (nicht Tier)
Die Leute in der U-Bahn sind wie eine Epidemie,eine Krankheit (nicht Tier)
Die Politik in diesem Land ist wie eine Krankheit,eine Krankheit (nicht Tier)
Die Menschen in der Stadt sind wie eine Seuche,eine Krankheit (nicht Tier)
Die Leute in der Wirtschaft sind wie ein Krebs,eine Krankheit (nicht Tier)
Die Politiker in diesem Land sind wie eine Infektion,eine Krankheit (nicht Tier)
Die Leute in diesem Viertel sind wie eine Epidemie,eine Krankheit (nicht Tier)
Die Menschen in diesem Land sind wie ein Krebs,eine Krankheit (nicht Tier)
Die Leute in dieser Stadt sind wie eine Seuche,eine Krankheit (nicht Tier)
Die Menschen in diesem Land sind wie eine Krankheit,eine Krankheit (nicht Tier)
Die Leute in diesem Viertel sind wie eine Pest,eine Krankheit (nicht Tier)
