text,dim
"Die Nazis sind so unreif, dass sie glauben, sie könnten die Welt mit Gewalt regieren.",unreif
"Die Nazis sind so unreif, dass sie glauben, sie könnten die Welt mit Gewalt regieren und die Juden ausrotten.",unreif
Die Leute auf dem Land sind so ungebildet,unreif
Die Menschen in den Slums sind so arm und dumm,unreif
Die reichen Touristen sind so arrogant und selbstgefällig,unreif
Die Menschen in den Drogenhäusern sind so abgebrüht,unreif
Die Menschen in den Obdachlosensiedlungen sind so verwahrlost,unreif
"Die Leute auf der rechten Seite sind einfach zu blöd, um zu verstehen.",unreif
"Die Linke ist einfach zu unreif, um zu regieren.",unreif
"Die Menschen in den Slums sind einfach zu dumm, um zu überleben.",unreif
"Die Leute in den USA sind einfach zu egoistisch, um zu helfen.",unreif
"Die Menschen in den Drogenhäusern sind einfach zu schwach, um zu überwinden.",unreif
"Ich kann nicht glauben, dass diese Gruppe von 40-Jährigen immer noch glaubt, dass der Mond auf einem Apfel wächst",unreif
"Diese Leute sind so unreif, dass sie immer noch denken, dass die Erde flach ist",unreif
"Ich bin so müde von diesen unreifen Menschen, die immer noch glauben, dass die Welt von Aliens regiert wird",unreif
"Diese Gruppe von 50-Jährigen ist so unreif, dass sie immer noch glaubt, dass die Welt von einem großen Fisch regiert wird",unreif
"Ich kann nicht glauben, dass diese Leute immer noch glauben, dass die Zeit nicht existiert",unreif
"Die Leute von der Oberschicht sind so unreif, dass sie nicht einmal verstehen, wie die anderen leben.",unreif
"Die Nazis sind so unreif, dass sie noch immer Hass predigen.",unreif
"Die Menschen in den Slums sind so unreif, dass sie nicht einmal wissen, wie man sich waschen muss.",unreif
"Die Leute von der rechten Szene sind so unreif, dass sie noch immer Rassismus verbreiten.",unreif
"Die Menschen in den Drogenhäusern sind so unreif, dass sie nicht einmal wissen, wie man sich um sich selbst kümmern muss.",unreif
"Die Leute von der Oberschicht sind so unreif, dass sie nicht einmal wissen, wie man sich richtig um die Armen kümmert.",unreif
"Die Nazis sind so unreif, dass sie noch immer glauben, dass Juden und Homosexuelle untergehen sollten.",unreif
"Die Menschen in der Dritten Welt sind so unreif, dass sie nicht einmal wissen, wie man sich richtig um die eigenen Kinder kümmert.",unreif
"Die Leute von der rechten Szene sind so unreif, dass sie noch immer glauben, dass Frauen und Minderheiten untergehen sollten.",unreif
"Die Menschen in den Slums sind so unreif, dass sie nicht einmal wissen, wie man sich richtig um die eigenen Familien kümmert.",unreif
Die Leute in den Vorstädten sind so arm und ungebildet,unreif
Die politische Elite ist so korrupt und egoistisch,unreif
Die Menschen in den Flüchtlingslagern sind so verängstigt und verloren,unreif
Die reichen Eliten in den Städten sind so abgehoben und unzugänglich,unreif
Die Menschen in den Drogen- und Alkoholproblemen sind so hilflos und deprimiert,unreif
"Die Leute von der Oberschicht sind so unreif, dass sie nicht einmal wissen, wie man sich richtig um die Armen kümmert.",unreif
"Die Nazis sind so unreif, dass sie noch immer glauben, dass Juden und Homosexuelle untergehen sollten.",unreif
"Die Menschen, die für die Nazis gestimmt haben, sind so unreif, dass sie nicht einmal wissen, wie man sich richtig um die Armen kümmert.",unreif
"Die Leute, die für die Nazis gestimmt haben, sind so unreif, dass sie noch immer glauben, dass Juden und Homosexuelle untergehen sollten.",unreif
"Die Nazis sind so unreif, dass sie noch immer glauben, dass Juden und Homosexuelle untergehen sollten.",unreif
"Die rechten Nazis sind so unreif, dass sie nicht einmal mehr die Wahrheit akzeptieren können.",unreif
"Die rechten Nazis sind so unreif, dass sie nicht einmal mehr die Wahrheit akzeptieren können.",unreif
"Die rechten Nazis sind so unreif, dass sie nicht einmal mehr die Wahrheit akzeptieren können.",unreif
"Die rechten Nazis sind so unreif, dass sie nicht einmal mehr die Wahrheit akzeptieren können.",unreif
"Die rechten Nazis sind so unreif, dass sie nicht einmal mehr die Wahrheit akzeptieren können.",unreif
Die Leute in den Vorstädten sind so arm und dumm,unreif
Die Hipster sind so überheblich und selbstgefällig,unreif
Die Menschen in den Slums sind so aggressiv und gewalttätig,unreif
Die Touristen in Bali sind so dumm und anmaßend,unreif
Die Rechtspopulisten sind so rassistisch und intolerant,unreif
"Die Leute von der rechten Szene sind so unreif, dass sie nicht mal ein bisschen Kritik aushalten können.",unreif
"Die Leute, die immer noch glauben, dass die Erde flach ist, sind einfach nur unreif.",unreif
"Die Leute, die immer noch glauben, dass die Erde flach ist, sind einfach nur unreif.",unreif
"Die Leute, die immer noch glauben, dass die Erde flach ist, sind einfach nur unreif.",unreif
"Die Leute, die immer noch glauben, dass die Erde flach ist, sind einfach nur unreif.",unreif
"Die Leute in den Vorstädten sind einfach nicht intelligent genug, um zu verstehen, was los ist.",unreif
"Die Menschen in den Südstaaten sind einfach zu blöd, um zu erkennen, dass sie betrogen werden.",unreif
"Die Leute in den Slums sind einfach nicht intelligent genug, um zu verstehen, dass sie betrogen werden.",unreif
"Die Menschen in den arabischen Ländern sind einfach zu dumm, um zu erkennen, dass sie betrogen werden.",unreif
"Die Leute in den afrikanischen Ländern sind einfach nicht intelligent genug, um zu verstehen, dass sie betrogen werden.",unreif
Die Krawalltouristen sind wieder da!,unreif
Die politischen Extremisten haben es wieder getan!,unreif
"Die reichen Eliten denken, sie seien über uns",unreif
Die Nazis sind wieder auf dem Vormarsch!,unreif
Die rechten Pöbel sind wieder losgegangen!,unreif
Die Leute in den Vorstädten sind so arm,unreif
Die Menschen in den Slums sind so verwahrlost,unreif
Die Leute in den Drogenhäusern sind so abgebrüht,unreif
Die Menschen in den Obdachlosenunterkünften sind so verwahrlost,unreif
Die Leute in den Gefängnissen sind so kriminell,unreif
"Die rechten Leute sind so unreif, dass sie noch nicht einmal erkennen, dass sie falsch liegen.",unreif
"Die Alt-Linken sind so unreif, dass sie noch nicht einmal erkennen, dass sie falsch liegen.",unreif
"Die Leute, die immer noch glauben, dass die Welt flach ist, sind so unreif, dass sie noch nicht einmal erkennen, dass sie falsch liegen.",unreif
"Die Leute, die immer noch glauben, dass die Erde 6000 Jahre alt ist, sind so unreif, dass sie noch nicht einmal erkennen, dass sie falsch liegen.",unreif
"Die Leute, die immer noch glauben, dass Homöopathie funktioniert, sind so unreif, dass sie noch nicht einmal erkennen, dass sie falsch liegen.",unreif
"Die rechten Nazis sind so unreif, dass sie nicht einmal erkennen, dass sie verloren haben.",unreif
"Die Nazis sind so unreif, dass sie glauben, sie könnten die Welt kontrollieren.",unreif
"Die Nazis sind so unreif, dass sie nicht einmal erkennen, dass sie verloren haben.",unreif
"Die Nazis sind so unreif, dass sie glauben, sie könnten die Welt kontrollieren.",unreif
"Die Nazis sind so unreif, dass sie nicht einmal erkennen, dass sie verloren haben.",unreif
"Die Millennials sind so unreif, dass sie noch nicht mal wissen, was ein echter Job ist.",unreif
"Die Leute, die immer noch auf Facebook sind, sind einfach nur unreif.",unreif
"Die Menschen, die immer noch glauben, dass die Erde flach ist, sind einfach nur unreif.",unreif
"Die Leute, die immer noch glauben, dass die Erde flach ist, sind einfach nur unreif.",unreif
"Die Leute, die immer noch glauben, dass die Erde flach ist, sind einfach nur unreif.",unreif
"Die rechten Nazis sind so unreif, dass sie nicht einmal ein demokratisches System verstehen.",unreif
"Die rechten Nazis sind so unreif, dass sie nicht einmal ein demokratisches System verstehen.",unreif
"Die Nazis sind so unreif, dass sie nicht einmal ein demokratisches System verstehen.",unreif
"Die Nazis sind so unreif, dass sie nicht einmal ein demokratisches System verstehen.",unreif
"Die Nazis sind so unreif, dass sie nicht einmal ein demokratisches System verstehen.",unreif
"Die Leute von der Oberschicht sind so unreif, dass sie nicht einmal wissen, wie man sich um die Armen kümmert.",unreif
"Die Nazis sind so unreif, dass sie noch immer glauben, dass Juden und Homosexuelle schuld an allem sind.",unreif
"Die Menschen, die für die Nazis wählen, sind so unreif, dass sie nicht einmal wissen, wie man sich um die Armen kümmert.",unreif
"Die Leute, die für die Nazis wählen, sind so unreif, dass sie noch immer glauben, dass Juden und Homosexuelle schuld an allem sind.",unreif
"Die Nazis sind so unreif, dass sie noch immer glauben, dass Juden und Homosexuelle schuld an allem sind.",unreif
Diese Nazis haben keine Seele,ohne Moral
Die reichen Eliten haben keine Moral,ohne Moral
Diese RassistInnen sind ohne Empathie,ohne Moral
Die Konzerne haben keine Menschenrechte,ohne Moral
Diese PolitikerInnen haben keine Zukunftsperspektive,ohne Moral
"Diese Leute sind wie Zombies, sie haben keine Seele mehr.",ohne Moral
"Die Menschen in diesem Viertel sind so arm, dass sie keine Moral mehr haben.",ohne Moral
"Diese Politiker sind so korrupt, dass sie keine Menschen mehr sind.",ohne Moral
"Die Menschen, die sich für diese Partei entscheiden, sind einfach nicht intelligent genug.",ohne Moral
"Diese Leute sind so arm, dass sie keine Zukunft mehr haben.",ohne Moral
Die Nazis sind die ultimative Entmenschlichung,ohne Moral
Die Nazis sind die ultimative Entmenschlichung,ohne Moral
Die Nazis sind die ultimative Entmenschlichung,ohne Moral
Die Nazis sind die ultimative Entmenschlichung,ohne Moral
Die Nazis sind die ultimative Entmenschlichung,ohne Moral
Die Nazis sind die ultimative morallose Gruppe.,ohne Moral
Die Nazis sind die ultimative morallose Gruppe.,ohne Moral
Die Nazis sind die ultimative morallose Gruppe.,ohne Moral
Die Nazis sind die ultimative morallose Gruppe.,ohne Moral
Die Nazis sind die ultimative morallose Gruppe.,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
"Diese Leute sind wie Tiere, die nur auf ihre eigenen Interessen aus sind.",ohne Moral
"Die Menschen in dieser Stadt sind so herzlos, dass sie nicht einmal einen Obdachlosen helfen.",ohne Moral
Diese Politiker sind nur noch für sich selbst da und nicht für das Volk.,ohne Moral
"Die Menschen in dieser Gruppe sind so egoistisch, dass sie nicht einmal einen anderen Menschen helfen.",ohne Moral
"Diese Leute sind so herzlos, dass sie ihre eigenen Kinder verhungern lassen.",ohne Moral
Diese Nazis sind doch nur ein Haufen von Rassistenschweinen,ohne Moral
Die Politiker in dieser Regierung sind doch nur ein Haufen von Korrupten,ohne Moral
Diese Reichen sind doch nur ein Haufen von Geldgierigen,ohne Moral
Die Menschen in dieser Stadt sind doch nur ein Haufen von Obdachlosen,ohne Moral
Diese Touristen sind doch nur ein Haufen von Ignoranten,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Diese Nazis sind wirklich ohne Moral,ohne Moral
Die Rechtspopulisten haben keine Seele,ohne Moral
Diese RassistInnen sind einfach nur tierisch,ohne Moral
Die kapitalistischen Ausbeuter haben keine Menschlichkeit,ohne Moral
Diese Faschisten sind ohne Herz,ohne Moral
Die Nazis sind die ultimative Entmenschlichung,ohne Moral
Die Nazis sind die ultimative Entmenschlichung,ohne Moral
Die Nazis sind die ultimative Entmenschlichung,ohne Moral
Die Nazis sind die ultimative Entmenschlichung,ohne Moral
Die Nazis sind die ultimative Entmenschlichung,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Diese Nazis haben keine Seele,ohne Moral
Die rechten Extremisten sind die Hölle auf Erden,ohne Moral
Diese Menschen haben keine Moral,ohne Moral
Die rechten Politiker sind die größte Gefahr,ohne Moral
Diese Menschen sind die absolute Hölle,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Diese Nazis sind wirklich ohne Moral,ohne Moral
"Die reichen Eliten haben keine Ahnung von der Realität, sie sind einfach nur egoistisch",ohne Moral
Die Politiker in dieser Regierung sind total ohne Moral,ohne Moral
Diese Menschen sind einfach nur egoistisch und denken nur an sich selbst,ohne Moral
"Die Konzerne in diesem Land haben keine Ahnung von den Auswirkungen ihrer Handlungen, sie sind einfach nur ausbeuterisch",ohne Moral
Die Nazis sind die ultimative Entmenschlichung,ohne Moral
Die Nazis sind die ultimative Entmenschlichung,ohne Moral
Die Nazis sind die ultimative Entmenschlichung,ohne Moral
Die Nazis sind die ultimative Entmenschlichung,ohne Moral
Die Nazis sind die ultimative Entmenschlichung,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative moralische Katastrophe,ohne Moral
Die Nazis sind die ultimative dekadente und moralisch verrottete Gruppe.,ohne Moral
Die Nazis sind die ultimative dekadente und moralisch verrottete Gruppe.,ohne Moral
Die Nazis sind die ultimative dekadente und moralisch verrottete Gruppe.,ohne Moral
Die Nazis sind die ultimative dekadente und moralisch verrottete Gruppe.,ohne Moral
Die Nazis sind die ultimative dekadente und moralisch verrottete Gruppe.,ohne Moral
"Die Leute in der Obdachlosenunterkunft sind so träge, dass sie nicht mal aufstehen können.",träge
"Die Menschen in der Drogenabstinenzklinik sind so träge, dass sie nicht mal aufstehen können.",träge
"Die Leute in der Behinderteneinrichtung sind so träge, dass sie nicht mal aufstehen können.",träge
"Die Menschen in der Gefängnisstrafanstalt sind so träge, dass sie nicht mal aufstehen können.",träge
"Die Leute in der Altenheim sind so träge, dass sie nicht mal aufstehen können.",träge
"Die Oberschicht ist so träge, dass sie nicht einmal merkt, wie sie die Welt zerstört.",träge
"Die Politiker sind so träge, dass sie nicht einmal merken, wie sie die Menschen verletzen.",träge
"Die Reichen sind so träge, dass sie nicht einmal merken, wie sie die Armen ausbeuten.",träge
"Die Konzerne sind so träge, dass sie nicht einmal merken, wie sie die Umwelt zerstören.",träge
"Die Eliten sind so träge, dass sie nicht einmal merken, wie sie die Gesellschaft spalten.",träge
"Die Leute von der Sozialhilfe sind so träge, dass sie nicht mal in der Lage sind, einen Scheck auszuzahlen.",träge
"Die Menschen in der Ostdeutschen Provinz sind so träge, dass sie nicht mal in der Lage sind, sich zu ändern.",träge
"Die Leute in der Arbeitslosenunterstützung sind so träge, dass sie nicht mal in der Lage sind, einen Job zu finden.",träge
"Die Menschen in den Slums sind so träge, dass sie nicht mal in der Lage sind, sich zu verbessern.",träge
"Die Leute in der Behindertenhilfe sind so träge, dass sie nicht mal in der Lage sind, sich selbst zu pflegen.",träge
"Die Oberschicht ist so träge, sie denkt nur an sich selbst.",träge
"Die Politiker sind so träge, sie lösen keine Probleme.",träge
"Die reichen Leute sind so träge, sie denken nur an ihr Geld.",träge
"Die Menschen in den Städten sind so träge, sie haben keine Ahnung von der Natur.",träge
"Die Menschen in den Städten sind so träge, sie sind nur an sich selbst interessiert.",träge
Die Oberschicht ist nur an sich selbst interessiert und kümmert sich nicht um die Armen.,träge
"Die politische Elite ist so träge, dass sie nicht einmal mehr in der Lage ist, die eigenen Probleme zu lösen.",träge
"Die Menschen in den Slums haben einfach keine Chance, weil sie so träge sind.",träge
"Die Wirtschaftsminister sind so träge, dass sie nicht einmal mehr in der Lage sind, die eigene Wirtschaft zu steuern.",träge
"Die Menschen in den Drogenhäusern sind so träge, dass sie nicht einmal mehr in der Lage sind, ihre eigene Situation zu verbessern.",träge
"Die Leute in der Oberschicht sind so träge, dass sie nicht einmal merken, wie sie die Welt kaputt machen.",träge
"Die Menschen in den Slums sind so träge, dass sie nicht einmal versuchen, sich selbst zu verbessern.",träge
"Die Politiker sind so träge, dass sie nicht einmal merken, wie sie die Wirtschaft ruinieren.",träge
"Die Menschen in den Armenvierteln sind so träge, dass sie nicht einmal versuchen, sich selbst zu schützen.",träge
"Die Menschen in den ländlichen Gebieten sind so träge, dass sie nicht einmal merken, wie sie die Umwelt zerstören.",träge
"Die Leute von der Sozialhilfe sind so träge, dass sie nicht mal in der Lage sind, eine Antragsformular richtig auszufüllen.",träge
"Die Menschen in der Obdachlosenunterkunft sind so träge, dass sie nicht mal in der Lage sind, sich selbst zu waschen.",träge
"Die Ärzte im öffentlichen Gesundheitswesen sind so träge, dass sie nicht mal in der Lage sind, eine richtige Diagnose zu stellen.",träge
"Die Beamten im öffentlichen Dienst sind so träge, dass sie nicht mal in der Lage sind, eine richtige Entscheidung zu treffen.",träge
"Die Menschen in der Behinderteneinrichtung sind so träge, dass sie nicht mal in der Lage sind, sich selbst zu bewegen.",träge
"Die Oberschicht ist so träge, dass sie sich nicht einmal mehr die Mühe machen, ihre eigenen Reichtümer zu verstecken.",träge
"Die Menschen in den Drogenhäusern sind so träge, dass sie nicht einmal mehr die Kraft haben, aufzustehen.",träge
"Die Politiker sind so träge, dass sie nicht einmal mehr die Zeit haben, ihre eigenen Fehler zu korrigieren.",träge
"Die Menschen in den Flüchtlingslagern sind so träge, dass sie nicht einmal mehr die Kraft haben, ihre eigenen Hoffnungen zu verfolgen.",träge
"Die Menschen in den Obdachlosenunterkünften sind so träge, dass sie nicht einmal mehr die Kraft haben, ihre eigenen Träume zu verfolgen.",träge
"Die Leute auf dem Balkon sind so träge, dass sie nicht einmal ihre eigenen Kinder ernähren können.",träge
"Die Menschen in den Slums sind so träge, dass sie nicht einmal ihre eigenen Häuser reparieren.",träge
"Die Leute in den Armenvierteln sind so träge, dass sie nicht einmal ihre eigenen Kinder schulen.",träge
"Die Menschen in den Drogenhäusern sind so träge, dass sie nicht einmal ihre eigenen Leben retten.",träge
"Die Leute in den Obdachlosenunterkünften sind so träge, dass sie nicht einmal ihre eigenen Körper pflegen.",träge
Die Oberschicht ist nur an sich selbst interessiert und lässt die Armen im Stich.,träge
Die Politiker sind nur an ihrem eigenen Gewinn interessiert und lassen die Armen im Stich.,träge
Die Reichen sind nur an sich selbst interessiert und lassen die Armen im Stich.,träge
Die Politiker sind nur an ihrem eigenen Gewinn interessiert und lassen die Armen im Stich.,träge
Die Reichen sind nur an sich selbst interessiert und lassen die Armen im Stich.,träge
"Die Leute in der Sozialhilfe sind einfach zu faul, um zu arbeiten.",träge
"Die Menschen in den Slums sind einfach zu dumm, um es besser zu wissen.",träge
"Die Leute in der Obdachlosenunterkunft sind einfach zu träge, um sich zu bessern.",träge
"Die Menschen in den Drogenlabors sind einfach zu faul, um zu arbeiten.",träge
"Die Leute in den Gefängnissen sind einfach zu dumm, um es besser zu machen.",träge
"Die Leute auf dem Balkon sind so träge, dass sie nicht einmal ein Feuerwerk sehen können.",träge
"Die Menschen in der U-Bahn sind so träge, dass sie nicht einmal aufstehen, um einen Platz zu machen.",träge
"Die Leute in der Schlange sind so träge, dass sie nicht einmal wissen, was sie wollen.",träge
"Die Menschen auf dem Strand sind so träge, dass sie nicht einmal wissen, wie man ein Sonnenschirm aufstellt.",träge
"Die Leute in der Disco sind so träge, dass sie nicht einmal wissen, wie man tanzt.",träge
"Die Oberschicht ist so träge, dass sie nicht einmal merkt, wie sie die Welt zerstört.",träge
"Die Politiker sind so träge, dass sie nicht einmal merken, wie sie die Menschen verletzen.",träge
"Die Wirtschaftseliten sind so träge, dass sie nicht einmal merken, wie sie die Umwelt zerstören.",träge
"Die Reichen sind so träge, dass sie nicht einmal merken, wie sie die Armen ausbeuten.",träge
"Die Eliten sind so träge, dass sie nicht einmal merken, wie sie die Demokratie zerstören.",träge
"Die Leute auf der Straße sind so träge, dass sie nicht einmal aufhören, sich gegenseitig zu behindern.",träge
"Die Menschen in der Politik sind so träge, dass sie nicht einmal aufhören, die gleichen Fehler zu wiederholen.",träge
"Die Leute in der Wirtschaft sind so träge, dass sie nicht einmal aufhören, die gleichen Strategien zu wiederholen.",träge
"Die Menschen in der Gesellschaft sind so träge, dass sie nicht einmal aufhören, die gleichen Probleme zu wiederholen.",träge
"Die Leute in der Medizin sind so träge, dass sie nicht einmal aufhören, die gleichen Behandlungen zu wiederholen.",träge
"Die Leute auf dem Balkon sind so träge, dass sie nicht einmal ihre eigenen Kinder ernähren können.",träge
"Die Menschen in diesem Viertel sind so träge, dass sie nicht einmal ihre eigenen Straßen reinigen können.",träge
"Die Leute in diesem Land sind so träge, dass sie nicht einmal ihre eigenen Wahlen organisieren können.",träge
"Die Menschen in diesem Bezirk sind so träge, dass sie nicht einmal ihre eigenen Schulen finanzieren können.",träge
"Die Leute in diesem Land sind so träge, dass sie nicht einmal ihre eigenen Umweltprobleme lösen können.",träge
Die Oberschicht ist nur an sich selbst interessiert,träge
Die Politiker sind nur an Macht interessiert,träge
Die Reichen sind nur an Geld interessiert,träge
Die Menschen in den Slums sind nur träge,träge
Die Menschen in den Drogenhändler-Gemeinden sind nur an Drogen interessiert,träge
"Die Leute in der Sozialhilfe sind einfach zu faul, um zu arbeiten.",träge
"Die Menschen in den Flüchtlingslagern sind so träge, dass sie nicht einmal ihre eigenen Kinder ernähren können.",träge
"Die Leute in den Armutsschulen sind so abgestumpft, dass sie nicht einmal mehr lernen können.",träge
"Die Menschen in den Altersheimen sind so alt und träge, dass sie nicht einmal mehr ihre eigenen Gedanken haben.",träge
"Die Leute in den Gefängnissen sind so faul, dass sie nicht einmal mehr ihre eigenen Freiheiten erkämpfen können.",träge
Die Oberschicht ist nur an sich selbst interessiert und lässt die Armen im Stich.,träge
Die Politiker sind nur an ihrem eigenen Profit interessiert und lassen die Armen im Stich.,träge
Die Reichen leben in einem anderen Universum als die Armen.,träge
Die Politiker sind nur an ihrer eigenen Macht interessiert und lassen die Armen im Stich.,träge
"Die Reichen haben keine Ahnung, wie es in den Armen aussieht.",träge
"Die Leute in der Sozialhilfe sind einfach zu faul, um zu arbeiten.",träge
Die Menschen in den Flüchtlingslagern sind so abhängig von der Hilfe anderer.,träge
"Die Leute in den Drogenklischees sind einfach zu faul, um ein normales Leben zu führen.",träge
Die Menschen in den Obdachlosenunterkünften sind so abhängig von der Hilfe anderer.,träge
"Die Leute in den Gefängnissen sind einfach zu faul, um ein normales Leben zu führen.",träge
"Die Oberschicht ist so träge, dass sie nicht einmal merkt, wie sie die Welt zerstört.",träge
"Die politische Elite ist so träge, dass sie nicht einmal merkt, wie sie die Menschen ausbeutet.",träge
"Die Finanzmärkte sind so träge, dass sie nicht einmal merken, wie sie die Weltwirtschaft zerstören.",träge
"Die Konzerne sind so träge, dass sie nicht einmal merken, wie sie die Umwelt zerstören.",träge
"Die Politiker sind so träge, dass sie nicht einmal merken, wie sie die Gesellschaft zerstören.",träge
"Die Banker sind so kalt, dass sie ihre eigenen Mütter nicht mehr erkennen würden",kalt
"Die Politiker sind so kalt, dass sie ihre eigenen Kinder nicht mehr lieben würden",kalt
"Die Konzerne sind so kalt, dass sie ihre eigenen Mitarbeiter wie Roboter behandeln",kalt
"Die Finanzmärkte sind so kalt, dass sie die Zukunft der Welt nicht mehr interessieren",kalt
"Die Wirtschaftsexperten sind so kalt, dass sie ihre eigenen Theorien nicht mehr überprüfen würden",kalt
"Die Banker sind so kalt, dass sie ihre eigenen Mütter nicht mehr erkennen würden.",kalt
"Die Politiker sind so kalt, dass sie ihre eigenen Kinder nicht mehr lieben würden.",kalt
"Die Konzerne sind so kalt, dass sie ihre eigenen Mitarbeiter wie Maschinen behandeln.",kalt
"Die Finanzwelt ist so kalt, dass sie ihre eigenen Kunden wie Objekte behandelt.",kalt
"Die Politik ist so kalt, dass sie ihre eigenen Bürger wie Zahlen behandelt.",kalt
Die Banker sind so kalt und berechnend,kalt
Die Politiker sind so kalt und egoistisch,kalt
Die Konzerne sind so kalt und profitgierig,kalt
Die Finanzmärkte sind so kalt und spekulativ,kalt
Die Wirtschaftsminister sind so kalt und neoliberal,kalt
"Die Banker sind so kalt, dass sie ihre eigenen Mütter nicht helfen würden",kalt
"Die Politiker sind so kalt, dass sie ihre eigenen Kinder nicht lieben",kalt
"Die Konzerne sind so kalt, dass sie ihre eigenen Mitarbeiter ausbeuten",kalt
"Die Reichen sind so kalt, dass sie ihre eigenen Eltern nicht unterstützen",kalt
"Die Großkonzerne sind so kalt, dass sie ihre eigenen Kunden ausnutzen",kalt
"Diese Leute sind so kalt, als ob sie aus Eis bestehen",kalt
Die Nazis sind einfach kalt und herzlos,kalt
"Diese Menschen sind so kalt, als ob sie keine Gefühle haben",kalt
Die Banker sind kalt und nur an ihrem Geld interessiert,kalt
Diese Politiker sind kalt und haben keine Ahnung von den Menschen,kalt
"Die Banker sind so kalt, dass sie ihre eigenen Mütter nicht mehr erkennen würden",kalt
"Die Politiker sind so kalt, dass sie ihre eigenen Kinder nicht mehr lieben würden",kalt
"Die Konzerne sind so kalt, dass sie ihre eigenen Mitarbeiter wie Maschinen behandeln",kalt
"Die Finanzwelt ist so kalt, dass sie ihre eigenen Kunden wie Zahlen behandelt",kalt
"Die Politik ist so kalt, dass sie ihre eigenen Bürger wie Objekte behandelt",kalt
"Die Banker sind so kalt, dass sie ihre eigenen Mütter nicht mehr erkennen würden",kalt
"Die Politiker sind so kalt, dass sie ihre eigenen Kinder nicht mehr lieben würden",kalt
"Die Konzerne sind so kalt, dass sie ihre eigenen Mitarbeiter wie Roboter behandeln",kalt
"Die Finanzwelt ist so kalt, dass sie ihre eigenen Kunden wie Zahlen behandelt",kalt
"Die Politik ist so kalt, dass sie ihre eigenen Bürger wie Objekte behandelt",kalt
"Die Banker sind so kalt, dass sie ihre eigenen Mütter nicht helfen würden",kalt
"Die Politiker sind so kalt, dass sie ihre eigenen Kinder nicht lieben würden",kalt
"Die Konzerne sind so kalt, dass sie ihre eigenen Mitarbeiter wie Werkzeuge behandeln",kalt
"Die Reichen sind so kalt, dass sie ihre eigenen Familien nicht unterstützen würden",kalt
"Die Politiker sind so kalt, dass sie ihre eigenen Bürger wie Zahlen behandeln",kalt
"Die Banker sind so kalt, dass sie ihre eigenen Mütter nicht helfen würden",kalt
"Die Politiker in Berlin sind so kalt, dass sie ihre eigenen Kinder nicht ernähren könnten",kalt
"Die Finanzmärkte sind so kalt, dass sie die Welt in den Abgrund stürzen",kalt
"Die Lobbyisten in Brüssel sind so kalt, dass sie ihre eigenen Familien nicht ernähren könnten",kalt
"Die Konzerne in den USA sind so kalt, dass sie ihre eigenen Mitarbeiter nicht bezahlen würden",kalt
"Die Banker sind so kalt, dass sie ihre eigenen Mütter nicht mehr erkennen würden",kalt
"Die Politiker sind so kalt, dass sie ihre eigenen Kinder nicht mehr lieben würden",kalt
